,end traj
10920,[-1.99681857  0.03721815]
10921,[-1.99878165 -0.06979899]
10922,[-1.99878165 -0.06979899]
10923,[-1.98935822 -0.17641851]
10924,[-1.9686555  -0.28142902]
10925,[-1.93690927 -0.38363745]
10926,[-1.8944811  -0.48188269]
10927,[-1.84185426 -0.57504875]
10928,[-1.77962823 -0.66207752]
10929,[-1.70851185 -0.74198083]
10930,[-1.62931526 -0.81385166]
10931,[-1.54294065 -0.87687455]
10932,[-1.45037198 -0.93033481]
10933,[-1.3526638  -0.97362672]
10934,[-1.25092921 -1.00626041]
10935,[-1.14632717 -1.02786743]
10936,[-1.04004934 -1.03820498]
10937,[-0.93330644 -1.03715864]
10938,[-0.82731449 -1.02474371]
10939,[-0.72328098 -1.001105  ]
10940,[-0.62239106 -0.9665152 ]
10941,[-0.52579408 -0.92137178]
10942,[-0.43459045 -0.86619243]
10943,[-0.34981917 -0.8016092 ]
10944,[-0.27244593 -0.72836129]
10945,[-0.20335212 -0.6472866 ]
10946,[-0.14332482 -0.55931222]
10947,[-0.09304781 -0.46544383]
10948,[-0.05309376 -0.36675427]
10949,[-0.02391775 -0.26437134]
10950,[-0.00585203 -0.15946487]
10951,[ 0.00089769 -0.05323347]
10952,[-0.00374533  0.05310914]
10953,[-0.01972805  0.15834802]
10954,[-0.04686821  0.26128076]
10955,[-0.08485646  0.36073124]
10956,[-0.13325984  0.45556302]
10957,[-0.1915267   0.54469228]
10958,[-0.25899305  0.62710018]
10959,[-0.33489006  0.70184443]
10960,[-0.41835285  0.76807009]
10961,[-0.50843035  0.82501925]
10962,[-0.60409611  0.8720397 ]
10963,[-0.70426003  0.90859236]
10964,[-0.80778073  0.9342574 ]
10965,[-0.91347861  0.94873904]
10966,[-1.02014925  0.95186893]
10967,[-1.12657716  0.94360802]
10968,[-1.2315496   0.92404709]
10969,[-1.33387042  0.89340562]
10970,[-1.43237367  0.85202936]
10971,[-1.5259369   0.80038636]
10972,[-1.61349394  0.73906164]
10973,[-1.69404707  0.66875053]
10974,[-1.76667834  0.59025075]
10975,[-1.83056006  0.50445329]
10976,[-1.88496425  0.41233234]
10977,[-1.92927087  0.31493407]
10978,[-1.96297495  0.21336483]
10979,[-1.98569233  0.10877846]
10980,[-1.99716399  0.00236319]
10981,[-1.99725907 -0.10467191]
10982,[-1.99725907 -0.10467191]
10983,[-1.9859763  -0.21111073]
10984,[-1.96344405 -0.31574393]
10985,[-1.92991887 -0.41738275]
10986,[-1.88578254 -0.51487255]
10987,[-1.83153775 -0.60710595]
10988,[-1.76780234 -0.69303548]
10989,[-1.69530229 -0.77168546]
10990,[-1.61486344 -0.84216318]
10991,[-1.52740208 -0.90366903]
10992,[-1.4339145 -0.9555056]
10993,[-1.33546565 -0.99708567]
10994,[-1.23317702 -1.02793888]
10995,[-1.12821382 -1.04771705]
10996,[-1.02177176 -1.05619822]
10997,[-0.91506337 -1.05328912]
10998,[-0.80930424 -1.03902627]
10999,[-0.70569913 -1.01357552]
11000,[-0.60542825 -0.97723022]
11001,[-0.50963384 -0.93040782]
11002,[-0.41940712 -0.87364515]
11003,[-0.33577588 -0.8075923 ]
11004,[-0.25969277 -0.7330052 ]
11005,[-0.19202444 -0.650737  ]
11006,[-0.13354165 -0.56172839]
11007,[-0.08491052 -0.46699684]
11008,[-0.04668493 -0.36762503]
11009,[-0.01930019 -0.26474849]
11010,[-0.0030681  -0.15954271]
11011,[ 0.00182661 -0.0532097 ]
11012,[-0.00467164  0.05303569]
11013,[-0.02248859  0.1579796 ]
11014,[-0.05142105  0.260423  ]
11015,[-0.09113917  0.35919535]
11016,[-0.14119021  0.45316793]
11017,[-0.20100372  0.54126672]
11018,[-0.26989801  0.62248462]
11019,[-0.34708793  0.6958929 ]
11020,[-0.4316938   0.76065185]
11021,[-0.52275148  0.81602026]
11022,[-0.6192233   0.86136396]
11023,[-0.72000989  0.89616295]
11024,[-0.82396274  0.92001739]
11025,[-0.92989726  0.93265215]
11026,[-1.03660628  0.93391989]
11027,[-1.14287381  0.92380283]
11028,[-1.24748888  0.90241285]
11029,[-1.34925934  0.8699903 ]
11030,[-1.44702547  0.82690123]
11031,[-1.53967316  0.77363319]
11032,[-1.62614661  0.71078973]
11033,[-1.70546037  0.63908348]
11034,[-1.77671056  0.55932806]
11035,[-1.83908519  0.47242879]
11036,[-1.89187335  0.37937237]
11037,[-1.93447339  0.28121569]
11038,[-1.96639971  0.1790737 ]
11039,[-1.98728834  0.07410678]
11040,[-1.99690106 -0.03249248]
11041,[-1.9951281  -0.13951295]
11042,[-1.9951281  -0.13951295]
11043,[-1.98198943 -0.24573864]
11044,[-1.95763452 -0.34996266]
11045,[-1.9223406  -0.45100091]
11046,[-1.87650957 -0.54770557]
11047,[-1.82066334 -0.63897823]
11048,[-1.75543796 -0.72378233]
11049,[-1.68157632 -0.80115504]
11050,[-1.59991971 -0.87021817]
11051,[-1.51139825 -0.93018824]
11052,[-1.41702023 -0.98038533]
11053,[-1.31786071 -1.0202409 ]
11054,[-1.21504919 -1.04930422]
11055,[-1.10975681 -1.06724752]
11056,[-1.00318294 -1.07386973]
11057,[-0.89654158 -1.06909876]
11058,[-0.79104747 -1.05299233]
11059,[-0.68790232 -1.0257373 ]
11060,[-0.58828102 -0.98764756]
11061,[-0.49331837 -0.93916045]
11062,[-0.40409603 -0.88083175]
11063,[-0.32163031 -0.8133294 ]
11064,[-0.24686052 -0.73742582]
11065,[-0.18063827 -0.65398918]
11066,[-0.1237178  -0.56397346]
11067,[-0.07674737 -0.46840761]
11068,[-0.04026188 -0.3683838 ]
11069,[-0.01467675 -0.26504501]
11070,[-0.00028323 -0.15957196]
11071,[ 0.00275496 -0.05316972]
11072,[-0.00559653  0.05294608]
11073,[-0.02524229  0.15756306]
11074,[-0.05595823  0.25948591]
11075,[-0.09739411  0.35755004]
11076,[-0.14907758  0.4506348 ]
11077,[-0.21041952  0.53767629]
11078,[-0.28072076  0.61767944]
11079,[-0.35918007  0.68972939]
11080,[-0.44490326  0.7530019 ]
11081,[-0.53691338  0.80677271]
11082,[-0.63416186  0.85042583]
11083,[-0.73554043  0.88346055]
11084,[-0.83989376  0.90549714]
11085,[-0.94603266  0.91628115]
11086,[-1.05274755  0.91568638]
11087,[-1.15882233  0.90371623]
11088,[-1.26304815  0.88050372]
11089,[-1.36423727  0.84630998]
11090,[-1.4612365   0.80152121]
11091,[-1.55294042  0.74664436]
11092,[-1.63830393  0.6823013 ]
11093,[-1.71635416  0.60922176]
11094,[-1.78620158  0.528235  ]
11095,[-1.8470501   0.44026037]
11096,[-1.89820617  0.34629685]
11097,[-1.93908665  0.24741164]
11098,[-1.96922549  0.14472802]
11099,[-1.98827901  0.03941253]
11100,[-1.99602985 -0.06733826]
11101,[-1.9923894  -0.17431149]
11102,[-1.9923894  -0.17431149]
11103,[-1.97739884 -0.2802917 ]
11104,[-1.95122867 -0.3840748 ]
11105,[-1.91417677 -0.48448169]
11106,[-1.86666498 -0.58037176]
11107,[-1.80923433 -0.67065587]
11108,[-1.74253885 -0.75430871]
11109,[-1.66733812 -0.83038057]
11110,[-1.58448864 -0.89800808]
11111,[-1.49493403 -0.9564241 ]
11112,[-1.39969433 -1.00496643]
11113,[-1.29985433 -1.04308536]
11114,[-1.19655125 -1.07034994]
11115,[-1.09096175 -1.0864529 ]
11116,[-0.98428854 -1.09121413]
11117,[-0.87774668 -1.08458274]
11118,[-0.77254974 -1.06663763]
11119,[-0.66989596 -1.03758662]
11120,[-0.5709546  -0.99776406]
11121,[-0.47685262 -0.947627  ]
11122,[-0.38866185 -0.88775005]
11123,[-0.30738677 -0.81881875]
11124,[-0.23395306 -0.74162182]
11125,[-0.16919707 -0.65704215]
11126,[-0.11385626 -0.56604674]
11127,[-0.06856084 -0.4696757 ]
11128,[-0.03382656 -0.36903036]
11129,[-0.01004884 -0.26526078]
11130,[ 0.00250173 -0.1595526 ]
11131,[ 0.00368248 -0.05311354]
11132,[-0.00651971  0.05284034]
11133,[-0.0279883   0.15709852]
11134,[-0.06047836  0.25846979]
11135,[-0.10361939  0.35579582]
11136,[-0.15691954  0.44796441]
11137,[-0.21977121  0.53392207]
11138,[-0.291458    0.61268611]
11139,[-0.3711628   0.68335579]
11140,[-0.45797719  0.74512258]
11141,[-0.55091173  0.7972794 ]
11142,[-0.64890725  0.83922866]
11143,[-0.75084691  0.87048905]
11144,[-0.85556895  0.89070106]
11145,[-0.96187988  0.89963105]
11146,[-1.06856815  0.89717394]
11147,[-1.17441786  0.88335435]
11148,[-1.27822269  0.85832639]
11149,[-1.37879963  0.82237186]
11150,[-1.47500242  0.77589704]
11151,[-1.56573464  0.71942809]
11152,[-1.64996221  0.65360504]
11153,[-1.72672514  0.57917446]
11154,[-1.79514851  0.49698103]
11155,[-1.85445239  0.40795785]
11156,[-1.90396077  0.31311584]
11157,[-1.94310924  0.21353223]
11158,[-1.97145142  0.11033825]
11159,[-1.98866403  0.00470628]
11160,[-1.99455063 -0.10216353]
11161,[-1.98904379 -0.20905693]
11162,[-1.98904379 -0.20905693]
11163,[-1.97220591 -0.31475938]
11164,[-1.94422846 -0.41806994]
11165,[-1.90542986 -0.51781489]
11166,[-1.8562518  -0.61286117]
11167,[-1.79725422 -0.70212921]
11168,[-1.72910895 -0.78460532]
11169,[-1.65259204 -0.85935316]
11170,[-1.56857491 -0.92552445]
11171,[-1.47801444 -0.98236863]
11172,[-1.38194207 -1.0292414 ]
11173,[-1.28145201 -1.06561208]
11174,[-1.17768883 -1.09106962]
11175,[-1.07183437 -1.10532734]
11176,[-0.96509431 -1.10822614]
11177,[-0.85868442 -1.09973634]
11178,[-0.75381669 -1.07995803]
11179,[-0.65168555 -1.04911989]
11180,[-0.55345426 -1.00757662]
11181,[-0.46024162 -0.9558049 ]
11182,[-0.37310928 -0.89439792]
11183,[-0.2930496  -0.82405868]
11184,[-0.22097435 -0.74559191]
11185,[-0.15770433 -0.65989497]
11186,[-0.10396004 -0.5679476 ]
11187,[-0.06035343 -0.47080072]
11188,[-0.02738094 -0.36956451]
11189,[-0.00541787 -0.26539576]
11190,[ 0.00528593 -0.15948464]
11191,[ 0.00460888 -0.05304118]
11192,[-0.00744091  0.05271851]
11193,[-0.03072579  0.15658613]
11194,[-0.06498007  0.25737493]
11195,[-0.1098131   0.35393323]
11196,[-0.16471369  0.44515756]
11197,[-0.22905596  0.53000521]
11198,[-0.30210645  0.60750615]
11199,[-0.38303247  0.67677403]
11200,[-0.47091162  0.73701629]
11201,[-0.56474227  0.78754324]
11202,[-0.66345498  0.82777584]
11203,[-0.76592468  0.85725238]
11204,[-0.87098352  0.87563366]
11205,[-0.97743411  0.88270692]
11206,[-1.08406324  0.87838821]
11207,[-1.18965565  0.86272339]
11208,[-1.29300788  0.8358876 ]
11209,[-1.392942    0.79818323]
11210,[-1.48831904  0.75003653]
11211,[-1.57805192  0.69199268]
11212,[-1.66111789  0.62470968]
11213,[-1.73657014  0.54895074]
11214,[-1.80354861  0.46557567]
11215,[-1.8612898   0.37553106]
11216,[-1.90913542  0.27983946]
11217,[-1.94653995  0.17958777]
11218,[-1.97307682  0.07591487]
11219,[-1.98844328 -0.03000141]
11220,[-1.99246385 -0.13695768]
11221,[-1.9850923  -0.24373869]
11222,[-1.9850923  -0.24373869]
11223,[-1.96641222 -0.34913118]
11224,[-1.93663602 -0.45193773]
11225,[-1.89610254 -0.55099036]
11226,[-1.84527318 -0.64516389]
11227,[-1.78472664 -0.73338869]
11228,[-1.71515235 -0.81466293]
11229,[-1.63734256 -0.88806398]
11230,[-1.55218338 -0.9527589 ]
11231,[-1.46064464 -1.00801392]
11232,[-1.36376885 -1.05320286]
11233,[-1.26265934 -1.0878142 ]
11234,[-1.15846767 -1.11145695]
11235,[-1.0523805  -1.12386508]
11236,[-0.94560611 -1.12490057]
11237,[-0.83936059 -1.11455496]
11238,[-0.73485401 -1.09294946]
11239,[-0.63327663 -1.06033359]
11240,[-0.53578533 -1.01708227]
11241,[-0.44349043 -0.96369165]
11242,[-0.35744306 -0.90077336]
11243,[-0.27862316 -0.82904759]
11244,[-0.20792832 -0.74933489]
11245,[-0.14616356 -0.66254679]
11246,[-0.09403216 -0.56967545]
11247,[-0.05212763 -0.47178232]
11248,[-0.02092698 -0.36998609]
11249,[-0.00078525 -0.26544989]
11250,[ 0.00806851 -0.15936809]
11251,[ 0.00553388 -0.05295267]
11252,[-0.00835984  0.05258062]
11253,[-0.03345391  0.15602604]
11254,[-0.06946198  0.25620167]
11255,[-0.11597336  0.35196282]
11256,[-0.17245768  0.44221511]
11257,[-0.23827095  0.52592691]
11258,[-0.31266288  0.60214114]
11259,[-0.39478547  0.66998611]
11260,[-0.48370261  0.7286855 ]
11261,[-0.57840078  0.77756718]
11262,[-0.67780061  0.81607088]
11263,[-0.78076915  0.84375459]
11264,[-0.88613278  0.86029954]
11265,[-0.9926906  0.8655139]
11266,[-1.09922812  0.85933491]
11267,[-1.20453106  0.84182964]
11268,[-1.3073992   0.81319419]
11269,[-1.40666007  0.77375148]
11270,[-1.5011823   0.72394754]
11271,[-1.58988851  0.66434649]
11272,[-1.67176758  0.59562403]
11273,[-1.74588616  0.5185598 ]
11274,[-1.81139934  0.4340285 ]
11275,[-1.86756023  0.34298988]
11276,[-1.91372852  0.24647783]
11277,[-1.94937772  0.14558862]
11278,[-1.97410121  0.04146837]
11279,[-1.98761684 -0.06469996]
11280,[-1.98977015 -0.17171011]
11281,[-1.98053614 -0.2783462 ]
11282,[-1.98053614 -0.2783462 ]
11283,[-1.96001955 -0.38339663]
11284,[-1.92845366 -0.48566785]
11285,[-1.88619765 -0.583998  ]
11286,[-1.83373247 -0.67727008]
11287,[-1.77165542 -0.76442476]
11288,[-1.70067329 -0.84447239]
11289,[-1.62159433 -0.9165043 ]
11290,[-1.53531904 -0.97970312]
11291,[-1.44282991 -1.03335216]
11292,[-1.34518022 -1.0768435 ]
11293,[-1.24348206 -1.10968496]
11294,[-1.13889363 -1.13150572]
11295,[-1.03260607 -1.14206048]
11296,[-0.92582987 -1.14123234]
11297,[-0.81978109 -1.12903407]
11298,[-0.71566749 -1.10560797]
11299,[-0.6146748  -1.07122429]
11300,[-0.51795319 -1.02627811]
11301,[-0.42660415 -0.97128485]
11302,[-0.34166796 -0.90687441]
11303,[-0.26411185 -0.83378397]
11304,[-0.19481895 -0.75284961]
11305,[-0.13457826 -0.66499679]
11306,[-0.08407563 -0.57122977]
11307,[-0.04388596 -0.47262022]
11308,[-0.01446665 -0.37029497]
11309,[ 0.00384761 -0.26542317]
11310,[ 0.01084864 -0.15920301]
11311,[ 0.00645719 -0.05284802]
11312,[-0.00927623  0.05242671]
11313,[-0.03617185  0.15541843]
11314,[-0.07392274  0.25495037]
11315,[-0.12209829  0.3498852 ]
11316,[-0.18014913  0.43913795]
11317,[-0.24741335  0.52168841]
11318,[-0.32312408  0.59659271]
11319,[-0.40641821  0.66299411]
11320,[-0.49634626  0.72013274]
11321,[-0.59188311  0.76735427]
11322,[-0.69193978  0.80411734]
11323,[-0.79537578  0.82999978]
11324,[-0.90101211  0.84470336]
11325,[-1.00764471  0.84805724]
11326,[-1.11405817  0.84001986]
11327,[-1.21903955  0.82067946]
11328,[-1.32139227  0.79025308]
11329,[-1.41994965  0.74908403]
11330,[-1.51358829  0.69763804]
11331,[-1.60124081  0.63649792]
11332,[-1.68190803  0.56635694]
11333,[-1.75467037  0.48801091]
11334,[-1.8186983   0.40234912]
11335,[-1.87326179  0.31034422]
11336,[-1.91773868  0.21304112]
11337,[-1.95162169  0.11154511]
11338,[-1.97452427  0.00700924]
11339,[-1.98618494 -0.09937881]
11340,[-1.98647034 -0.20641024]
11341,[-1.97537668 -0.31286893]
11342,[-1.97537668 -0.31286893]
11343,[-1.95302983 -0.41754529]
11344,[-1.91968387 -0.51925004]
11345,[-1.8757182  -0.61682774]
11346,[-1.82163319 -0.70916997]
11347,[-1.75804454 -0.79522799]
11348,[-1.6856762  -0.87402462]
11349,[-1.60535215 -0.94466543]
11350,[-1.51798703 -1.00634892]
11351,[-1.42457568 -1.05837563]
11352,[-1.32618183 -1.10015612]
11353,[-1.223926   -1.13121771]
11354,[-1.11897268 -1.15120982]
11355,[-1.0125171 -1.159908 ]
11356,[-0.90577161 -1.15721649]
11357,[-0.79995187 -1.14316926]
11358,[-0.69626297 -1.1179297 ]
11359,[-0.59588575 -1.08178869]
11360,[-0.49996328 -1.03516133]
11361,[-0.40958791 -0.97858219]
11362,[-0.32578878 -0.91269921]
11363,[-0.24952009 -0.83826636]
11364,[-0.18165024 -0.75613501]
11365,[-0.12295197 -0.66724422]
11366,[-0.07409349 -0.57261009]
11367,[-0.03563091 -0.47331415]
11368,[-0.00800191 -0.37049105]
11369,[ 0.00847929 -0.26531559]
11370,[ 0.01362546 -0.15898943]
11371,[ 0.00737853 -0.05272728]
11372,[-0.01018979  0.05225684]
11373,[-0.03887876  0.15476347]
11374,[-0.07836098  0.25362141]
11375,[-0.12818604  0.347701  ]
11376,[-0.1877857   0.43592703]
11377,[-0.25648038  0.517291  ]
11378,[-0.33348684  0.59086256]
11379,[-0.41792716  0.65580016]
11380,[-0.50883871  0.71136062]
11381,[-0.60518514  0.75690761]
11382,[-0.70586818  0.79191886]
11383,[-0.80974013  0.81599215]
11384,[-0.91561699  0.82884988]
11385,[-1.02229188  0.83034225]
11386,[-1.12854886  0.82044892]
11387,[-1.23317672  0.79927929]
11388,[-1.33498283  0.76707124]
11389,[-1.43280671  0.7241884 ]
11390,[-1.52553323  0.67111603]
11391,[-1.61210535  0.60845548]
11392,[-1.69153616  0.53691734]
11393,[-1.76292009  0.45731336]
11394,[-1.82544326  0.37054718]
11395,[-1.87839274  0.27760402]
11396,[-1.92116468  0.17953952]
11397,[-1.95327118  0.07746763]
11398,[-1.97434587 -0.02745203]
11399,[-1.98414804 -0.13402738]
11400,[-1.98256544 -0.24104749]
11401,[-1.96961551 -0.34729636]
11402,[-1.96961551 -0.34729636]
11403,[-1.94544521 -0.45156677]
11404,[-1.91032933 -0.55267406]
11405,[-1.86466739 -0.64946959]
11406,[-1.80897903 -0.74085385]
11407,[-1.74389814 -0.82578898]
11408,[-1.67016563 -0.90331061]
11409,[-1.58862096 -0.97253881]
11410,[-1.50019262 -1.03268817]
11411,[-1.4058875 -1.0830767]
11412,[-1.30677948 -1.12313363]
11413,[-1.20399712 -1.15240587]
11414,[-1.09871087 -1.17056325]
11415,[-0.9921197 -1.1774022]
11416,[-0.88543744 -1.17284813]
11417,[-0.77987898 -1.15695624]
11418,[-0.67664636 -1.1299109 ]
11419,[-0.57691517 -1.09202357]
11420,[-0.48182108 -1.04372924]
11421,[-0.39244692 -0.98558144]
11422,[-0.30981036 -0.918246  ]
11423,[-0.23485232 -0.84249342]
11424,[-0.1684262  -0.75919008]
11425,[-0.11128823 -0.6692884 ]
11426,[-0.06408878 -0.57381599]
11427,[-0.02736501 -0.47386391]
11428,[-0.00153473 -0.37057427]
11429,[ 0.0131084 -0.2651272]
11430,[ 0.01639814 -0.15872741]
11431,[ 0.00829762 -0.05259048]
11432,[-0.01110024  0.05207104]
11433,[-0.04157384  0.15406137]
11434,[-0.08277535  0.25221519]
11435,[-0.13423473  0.34541089]
11436,[-0.19536508  0.43258333]
11437,[-0.26546929  0.51273601]
11438,[-0.34374802  0.58495242]
11439,[-0.4293088   0.64840644]
11440,[-0.52117617  0.70237182]
11441,[-0.61830283  0.74623039]
11442,[-0.71958156  0.77947914]
11443,[-0.82385783  0.80173595]
11444,[-0.92994296  0.81274393]
11445,[-1.03662765  0.81237433]
11446,[-1.14269578  0.80062807]
11447,[-1.24693825  0.77763566]
11448,[-1.34816675  0.74365575]
11449,[-1.44522731  0.69907218]
11450,[-1.53701347  0.64438959]
11451,[-1.62247884  0.58022769]
11452,[-1.70064903  0.50731419]
11453,[-1.77063281  0.42647651]
11454,[-1.83163218  0.33863236]
11455,[-1.88295151  0.24477927]
11456,[-1.92400547  0.14598323]
11457,[-1.95432569  0.04336655]
11458,[-1.97356606 -0.06190493]
11459,[-1.98150674 -0.16863512]
11460,[-1.97805662 -0.27561131]
11461,[-1.96325437 -0.38161799]
11462,[-1.96325437 -0.38161799]
11463,[-1.93726798 -0.4854507 ]
11464,[-1.90039289 -0.58592973]
11465,[-1.85304858 -0.6819136 ]
11466,[-1.79577383 -0.77231205]
11467,[-1.72922053 -0.85609843]
11468,[-1.65414631 -0.93232144]
11469,[-1.57140586 -1.00011595]
11470,[-1.48194124 -1.05871286]
11471,[-1.38677109 -1.10744787]
11472,[-1.28697906 -1.14576901]
11473,[-1.18370149 -1.173243  ]
11474,[-1.07811438 -1.18956012]
11475,[-0.97142009 -1.19453776]
11476,[-0.86483357 -1.18812252]
11477,[-0.75956853 -1.17039079]
11478,[-0.65682364 -1.14154792]
11479,[-0.55776887 -1.10192581]
11480,[-0.46353211 -1.05197921]
11481,[-0.37518638 -0.99228047]
11482,[-0.29373757 -0.92351309]
11483,[-0.22011301 -0.84646384]
11484,[-0.15515086 -0.76201389]
11485,[-0.09959058 -0.67112871]
11486,[-0.05406455 -0.5748471 ]
11487,[-0.01909078 -0.47426932]
11488,[ 0.00493292 -0.37054461]
11489,[ 0.01773351 -0.26485805]
11490,[ 0.01916581 -0.15841705]
11491,[ 0.00921419 -0.05243765]
11492,[-0.01200732  0.05186938]
11493,[-0.04425625  0.15331234]
11494,[-0.0871645   0.25073215]
11495,[-0.14024254  0.34301556]
11496,[-0.20288494  0.42910785]
11497,[-0.27437734  0.50802484]
11498,[-0.3539045  0.5788641]
11499,[-0.44055966  0.64081522]
11500,[-0.53335487  0.69316907]
11501,[-0.63123217  0.73532586]
11502,[-0.73307575  0.766802  ]
11503,[-0.83772458  0.78723554]
11504,[-0.94398566  0.7963904 ]
11505,[-1.05064766  0.79415895]
11506,[-1.15649463  0.78056334]
11507,[-1.26031995  0.75575515]
11508,[-1.36094     0.72001373]
11509,[-1.45720769  0.67374301]
11510,[-1.54802553  0.61746686]
11511,[-1.63235809  0.55182316]
11512,[-1.70924387  0.4775565 ]
11513,[-1.77780617  0.39550976]
11514,[-1.83726316  0.3066144 ]
11515,[-1.88693671  0.21187995]
11516,[-1.9262602   0.11238247]
11517,[-1.95478488  0.00925225]
11518,[-1.97218509 -0.09633898]
11519,[-1.97826186 -0.2031915 ]
11520,[-1.97294528 -0.31009118]
11521,[-1.9562952  -0.41582338]
11522,[-1.9562952  -0.41582338]
11523,[-1.92850064 -0.51918675]
11524,[-1.88987757 -0.61900692]
11525,[-1.84086532 -0.7141499 ]
11526,[-1.78202162 -0.803535  ]
11527,[-1.71401619 -0.8861471 ]
11528,[-1.63762312 -0.96104827]
11529,[-1.5537121  -1.02738844]
11530,[-1.46323844 -1.08441506]
11531,[-1.36723224 -1.13148169]
11532,[-1.26678662 -1.16805539]
11533,[-1.16304529 -1.19372275]
11534,[-1.0571895  -1.20819463]
11535,[-0.95042458 -1.21130944]
11536,[-0.84396625 -1.20303499]
11537,[-0.73902671 -1.18346884]
11538,[-0.63680085 -1.15283721]
11539,[-0.53845266 -1.11149239]
11540,[-0.44510194 -1.05990874]
11541,[-0.35781155 -0.99867725]
11542,[-0.27757531 -0.92849886]
11543,[-0.20530666 -0.85017642]
11544,[-0.14182825 -0.76460559]
11545,[-0.08786261 -0.67276459]
11546,[-0.04402385 -0.5757031 ]
11547,[-0.01081073 -0.47453027]
11548,[ 0.01139906 -0.37040209]
11549,[ 0.02235322 -0.26450822]
11550,[ 0.02192765 -0.15805843]
11551,[ 0.01012795 -0.05226886]
11552,[-0.01291074  0.05165193]
11553,[-0.04692518  0.15251662]
11554,[-0.09152711  0.24917273]
11555,[-0.14620763  0.34051575]
11556,[-0.21034301  0.42550167]
11557,[-0.2832018   0.50315892]
11558,[-0.36395317  0.57259945]
11559,[-0.45167633  0.63302879]
11560,[-0.5453711   0.68375517]
11561,[-0.64396924  0.72419735]
11562,[-0.74634664  0.75389127]
11563,[-0.85133614  0.77249533]
11564,[-0.95774082  0.77979428]
11565,[-1.06434762  0.77570167]
11566,[-1.1699412   0.76026084]
11567,[-1.27331774  0.73364443]
11568,[-1.37329869  0.69615239]
11569,[-1.46874419  0.64820862]
11570,[-1.55856604  0.59035605]
11571,[-1.64174012  0.52325053]
11572,[-1.71731805  0.44765335]
11573,[-1.784438    0.36442252]
11574,[-1.84233449  0.27450304]
11575,[-1.89034714  0.1789161 ]
11576,[-1.92792816  0.07874747]
